,Wfgm,Wfga,WfgRatio,Wfgm3,Wfga3,Wfg3Ratio,Wftm,Wfta,WftRatio,Wor,Wdr,Wast,Wto,Wstl,Wblk
1314,29,65,45,2,11,18,19,27,70,16,33,14,13,7,5
1314,32,66,48,1,6,17,16,26,62,23,23,21,13,6,3
1314,27,56,48,2,7,29,26,45,58,12,20,10,9,10,6
1314,30,62,48,3,6,50,34,47,72,12,30,19,15,11,11
1314,24,51,47,6,14,43,21,31,68,8,34,15,14,6,15
1314,34,65,52,3,9,33,13,17,76,19,27,20,16,12,3
1314,29,55,53,4,12,33,20,30,67,9,20,19,12,9,6
1314,31,56,55,8,18,44,10,19,53,14,23,19,12,5,6
1314,28,63,44,5,13,38,17,23,74,13,32,20,6,2,3
1314,28,69,41,3,12,25,25,33,76,22,30,16,13,6,6
1314,25,51,49,6,15,40,19,37,51,11,29,17,14,10,4
1314,27,61,44,3,11,27,16,21,76,15,22,12,11,13,4
1314,27,61,44,6,14,43,15,25,60,16,24,14,13,7,9
1314,33,64,52,3,13,23,12,20,60,14,28,16,9,6,6
1314,26,55,47,2,9,22,20,31,65,15,28,12,13,5,3
1314,35,61,57,11,15,73,24,29,83,12,23,24,10,5,3
1314,30,66,45,7,15,47,18,31,58,19,25,16,12,4,2
1314,23,55,42,5,17,29,9,18,50,11,22,13,7,7,3
1314,25,54,46,3,12,25,10,22,45,11,24,17,10,7,3
1314,27,61,44,2,11,18,20,30,67,16,33,15,14,8,10
1314,36,71,51,4,16,25,27,36,75,20,29,29,8,9,5
1314,33,69,48,6,17,35,18,28,64,18,33,21,9,4,9
1314,28,67,42,8,23,35,14,19,74,13,22,15,11,13,0
1314,23,51,45,6,12,50,23,31,74,15,25,15,19,9,7
1314,45,75,60,1,7,14,17,22,77,15,36,27,8,7,5
1314,30,61,49,3,14,21,16,23,70,20,31,16,17,8,2
1314,29,65,45,3,13,23,21,33,64,18,35,23,15,5,6
1314,30,60,50,7,19,37,22,31,71,15,29,19,18,8,5
1314,31,61,51,8,20,40,16,23,70,12,32,22,12,11,2
1314,28,63,44,5,13,38,13,17,76,16,33,20,6,4,4
1314,29,67,43,5,12,42,9,11,82,17,23,18,12,7,7
1314,30,54,56,5,8,63,16,23,70,9,24,20,13,8,4
1314,26,59,44,5,16,31,11,17,65,16,33,16,17,7,3
1314,35,58,60,3,9,33,14,22,64,7,29,16,12,10,4
1314,29,60,48,2,8,25,18,28,64,12,24,13,5,4,4
1314,31,56,55,9,16,56,22,30,73,11,31,22,20,7,7
1314,29,51,57,1,5,20,20,27,74,12,25,16,14,3,3
1314,38,61,62,5,9,56,8,11,73,7,30,26,8,11,5
1314,26,57,46,5,11,45,16,21,76,11,31,16,15,7,2
1314,34,64,53,6,18,33,7,11,64,11,28,17,11,11,8
1314,32,65,49,5,12,42,12,16,75,13,30,19,8,3,5
1314,25,59,42,5,11,45,15,17,88,10,28,16,12,5,3
1314,23,42,55,7,14,50,18,27,67,7,25,17,18,7,2
1314,34,67,51,7,12,58,16,23,70,15,34,17,9,6,7
1314,33,66,50,8,23,35,18,32,56,14,31,22,10,8,3
1314,32,62,52,1,9,11,13,19,68,11,31,13,12,11,6
1314,28,62,45,7,24,29,17,19,89,13,26,21,9,5,1
1314,29,62,47,6,20,30,16,20,80,12,31,20,12,5,8
1314,33,62,53,9,13,69,14,25,56,11,21,22,15,13,3
1314,38,75,51,8,23,35,14,17,82,15,37,21,15,7,3
1314,36,72,50,10,24,42,14,21,67,17,26,30,7,8,6
1314,36,69,52,4,19,21,13,19,68,13,23,19,8,7,4
1314,34,72,47,3,11,27,23,27,85,21,26,22,11,6,6
1314,36,65,55,6,19,32,18,22,82,16,27,19,10,6,0
1314,32,64,50,5,13,38,11,14,79,15,23,16,12,6,3
1314,30,59,51,2,12,17,24,29,83,9,30,13,11,2,4
1314,38,76,50,6,17,35,24,32,75,18,32,18,16,6,7
1314,32,61,52,3,16,19,17,20,85,10,23,24,9,8,3
1314,25,66,38,5,20,25,12,19,63,21,17,17,9,8,7
1314,28,73,38,3,18,17,24,34,71,18,30,14,10,15,7
1314,28,74,38,3,23,13,16,25,64,20,28,13,7,11,6
1314,36,67,54,6,17,35,11,22,50,12,27,23,11,12,1
1314,27,52,52,5,16,31,9,12,75,6,25,14,13,6,3
1314,32,54,59,8,15,53,13,15,87,1,28,26,11,10,6
1314,39,72,54,9,20,45,9,13,69,19,27,21,9,5,5
1314,32,68,47,4,15,27,12,15,80,17,26,16,8,6,5
1314,28,68,41,6,25,24,13,19,68,19,21,17,13,6,3
1314,26,73,36,4,23,17,20,23,87,27,37,15,14,5,2
1314,33,56,59,6,14,43,16,18,89,8,22,18,10,6,7
1314,30,69,43,6,15,40,12,19,63,19,30,21,10,8,4
1314,24,47,51,3,12,25,10,13,77,5,23,11,10,8,2
1315,21,56,38,5,22,23,9,12,75,17,25,11,17,7,5
1315,19,48,40,7,23,30,21,29,72,13,30,8,15,6,0
1315,28,53,53,10,19,53,20,27,74,8,23,14,12,7,2
1315,22,60,37,7,18,39,14,20,70,16,28,13,10,10,1
1315,28,53,53,8,16,50,21,21,100,8,16,12,10,6,2
1315,30,55,55,8,21,38,13,17,76,7,22,16,13,9,4
1315,27,57,47,6,17,35,9,17,53,8,25,17,5,9,6
1315,30,56,54,6,18,33,16,20,80,10,17,12,10,15,0
1315,19,55,35,5,19,26,6,12,50,15,28,11,13,6,1
1315,21,52,40,6,20,30,16,20,80,9,24,10,9,2,6
1315,24,51,47,7,19,37,19,26,73,6,24,13,13,13,3
1315,34,75,45,6,15,40,4,6,67,16,26,20,10,10,8
1315,20,56,36,8,21,38,20,31,65,14,31,9,14,7,8
1315,24,49,49,9,19,47,12,20,60,4,38,12,12,5,5
1315,28,55,51,6,16,38,33,41,80,8,28,14,9,7,4
1315,22,49,45,2,12,17,19,31,61,9,21,8,9,11,2
1315,25,61,41,4,20,20,12,22,55,16,19,14,13,13,7
1315,26,53,49,7,25,28,13,19,68,10,23,11,13,5,1
1315,26,45,58,4,15,27,26,31,84,6,23,16,11,8,4
1315,30,60,50,13,23,57,11,16,69,10,17,18,8,7,2
1315,28,60,47,5,20,25,12,16,75,11,27,18,11,9,5
1315,27,46,59,9,21,43,17,26,65,6,13,16,9,8,2
1315,27,53,51,2,10,20,18,26,69,10,18,12,11,12,3
1315,23,47,49,9,19,47,20,25,80,6,27,13,13,7,2
1315,30,62,48,8,16,50,15,18,83,11,22,15,8,9,4
1315,24,58,41,6,20,30,15,26,58,12,21,13,10,8,1
1315,29,50,58,4,11,36,32,42,76,13,20,13,13,7,2
1315,29,56,52,7,18,39,14,20,70,8,17,14,7,6,4
1315,25,60,42,1,9,11,28,35,80,18,23,8,11,9,3
1315,25,65,38,9,22,41,16,22,73,13,32,14,6,5,0
1315,25,46,54,3,14,21,10,18,56,4,17,8,12,9,3
1315,20,42,48,4,11,36,23,27,85,5,27,12,16,9,2
1315,23,47,49,6,17,35,19,29,66,5,25,13,16,8,4
1315,31,57,54,7,19,37,11,20,55,9,34,17,15,6,3
1315,27,62,44,7,18,39,28,39,72,15,31,14,20,8,1
1315,23,56,41,10,21,48,21,26,81,8,34,10,19,6,3
1315,21,65,32,4,21,19,19,36,53,18,36,10,16,10,3
1315,29,55,53,2,9,22,19,31,61,7,28,14,9,9,7
1315,28,47,60,9,18,50,19,29,66,5,33,15,21,10,4
1315,33,57,58,10,24,42,9,11,82,6,23,19,15,9,4
1315,39,64,61,14,26,54,9,16,56,5,36,24,8,9,2
1315,29,54,54,3,10,30,27,30,90,9,29,10,18,8,2
1315,27,67,40,12,27,44,10,14,71,14,35,21,13,7,7
1315,26,57,46,5,13,38,21,24,88,7,25,9,5,5,1
1315,25,60,42,5,21,24,19,28,68,8,22,15,11,12,1
1315,31,67,46,4,17,24,14,16,88,10,28,16,17,9,2
1315,36,57,63,12,22,55,13,19,68,7,31,26,17,6,3
1315,28,54,52,4,9,44,25,34,74,9,22,10,14,9,2
1315,28,60,47,9,19,47,18,25,72,13,42,14,17,11,1
1316,26,51,51,8,18,44,11,15,73,10,31,20,17,6,2
1316,25,55,45,5,17,29,17,24,71,8,30,11,13,7,4
1316,26,41,63,6,15,40,22,31,71,6,24,18,16,2,5
1316,30,56,54,12,24,50,2,5,40,10,29,16,17,5,1
1316,31,62,50,9,26,35,13,22,59,12,24,20,11,8,6
1316,35,56,63,13,28,46,7,9,78,5,19,25,13,12,1
1316,27,52,52,11,23,48,16,28,57,10,18,16,15,3,3
1316,19,59,32,9,30,30,17,22,77,16,24,12,13,9,2
1316,21,51,41,2,13,15,16,23,70,11,22,9,12,6,2
1316,27,61,44,8,22,36,15,21,71,17,30,14,14,6,6
1316,30,61,49,11,21,52,6,10,60,13,21,14,12,11,1
1316,31,52,60,9,18,50,14,26,54,4,18,17,13,4,2
1316,25,58,43,8,22,36,14,17,82,14,27,16,15,2,3
1316,16,39,41,2,11,18,32,39,82,7,25,9,16,5,2
1316,23,47,49,4,13,31,15,18,83,9,19,12,15,8,4
1316,25,49,51,6,14,43,12,19,63,10,23,17,14,6,8
1316,29,53,55,3,14,21,24,30,80,6,33,12,14,5,5
1316,27,50,54,10,19,53,25,42,60,11,29,17,16,5,2
1316,24,49,49,9,22,41,21,30,70,10,35,11,26,7,6
1316,27,57,47,10,25,40,10,13,77,18,18,18,17,6,7
1316,33,71,46,7,17,41,13,22,59,17,29,7,3,2,1
1316,24,52,46,5,15,33,14,20,70,11,26,8,11,5,10
1316,21,56,38,5,16,31,7,12,58,16,25,11,15,4,4
1316,30,55,55,10,25,40,9,12,75,12,22,19,17,8,4
1316,28,58,48,7,21,33,16,22,73,9,29,16,19,8,3
1316,26,53,49,4,10,40,31,36,86,12,25,11,15,7,3
1316,28,60,47,12,31,39,9,12,75,9,25,14,12,7,4
1316,25,53,47,4,21,19,18,25,72,10,28,12,13,4,6
1316,17,35,49,6,15,40,23,36,64,5,31,14,18,3,5
1316,25,59,42,10,22,45,13,25,52,15,24,15,15,7,4
1316,27,49,55,10,22,45,19,29,66,5,25,19,16,5,4
1316,29,58,50,8,21,38,20,26,77,13,23,9,10,11,7
1316,25,50,50,12,25,48,18,23,78,8,27,15,10,5,3
1316,24,61,39,12,30,40,20,25,80,13,27,12,11,7,3
1316,23,51,45,5,15,33,23,30,77,10,23,11,10,6,2
1316,19,47,40,10,25,40,27,30,90,12,28,14,13,1,8
1316,31,62,50,10,27,37,14,17,82,11,25,19,8,5,6
1316,26,50,52,12,27,44,13,14,93,10,20,16,6,7,4
1316,20,54,37,10,28,36,17,22,77,10,25,15,9,11,3
1316,28,48,58,10,19,53,27,41,66,11,27,13,14,9,7
1316,28,53,53,7,18,39,25,33,76,9,21,14,7,8,6
1316,29,59,49,9,16,56,9,12,75,12,30,8,15,2,4
1316,32,62,52,10,26,38,12,15,80,8,28,17,8,2,5
1316,30,57,53,14,29,48,7,14,50,6,33,16,14,8,5
1316,20,49,41,6,24,25,25,29,86,7,32,10,11,7,3
1316,22,57,39,5,21,24,14,22,64,14,24,12,12,8,3
1316,35,67,52,17,33,52,6,8,75,4,32,20,6,2,6
1316,37,66,56,17,32,53,15,22,68,8,27,21,6,5,5
1316,25,52,48,9,22,41,22,31,71,7,35,13,16,7,4
1316,28,55,51,12,23,52,10,12,83,8,25,15,10,3,6
1316,33,69,48,16,39,41,12,16,75,10,24,19,4,3,6
1316,31,63,49,13,38,34,5,7,71,7,29,19,14,6,6
1316,31,64,48,12,26,46,13,14,93,8,27,17,9,6,4
1316,31,58,53,11,24,46,9,12,75,12,18,19,13,4,4
1316,38,73,52,12,32,38,9,16,56,15,28,23,8,7,5
1316,31,60,52,12,27,44,9,12,75,6,32,17,13,5,8
1316,29,59,49,13,33,39,24,29,83,6,27,17,9,4,9
1316,32,58,55,14,29,48,15,20,75,8,27,19,10,3,3
1316,28,64,44,9,28,32,13,20,65,16,26,14,4,8,8
1316,31,63,49,20,44,45,12,17,71,7,24,23,10,6,5
1316,27,59,46,13,32,41,15,22,68,8,22,14,8,6,4
1316,39,57,68,17,29,59,12,20,60,3,32,27,10,9,5
1316,29,65,45,8,31,26,15,20,75,11,23,15,6,4,5
1316,28,56,50,13,27,48,12,14,86,5,25,13,16,5,5
1316,35,62,56,8,18,44,14,23,61,9,28,17,6,6,1
1317,29,64,45,3,10,30,13,21,62,13,25,19,15,11,3
1317,34,69,49,7,13,54,5,9,56,16,27,19,11,6,5
1317,27,56,48,1,12,8,28,40,70,12,34,11,5,6,2
1317,18,61,30,0,11,0,9,16,56,13,29,4,8,11,7
1317,28,58,48,4,12,33,16,22,73,10,30,14,14,6,5
1317,18,51,35,1,9,11,29,34,85,11,31,7,12,6,7
1317,18,47,38,2,9,22,23,31,74,6,32,10,12,6,6
1317,24,32,75,2,4,50,27,32,84,5,23,13,21,4,7
1317,23,45,51,8,15,53,9,13,69,5,23,13,13,3,3
1317,21,57,37,2,6,33,22,25,88,14,31,8,11,4,6
1317,25,52,48,4,13,31,20,27,74,10,35,9,17,9,6
1317,23,47,49,7,11,64,39,46,85,11,33,9,16,3,2
1317,30,68,44,8,16,50,9,18,50,6,33,9,15,8,4
1317,26,59,44,7,15,47,25,38,66,13,34,13,10,7,8
1317,25,56,45,3,11,27,22,32,69,11,34,8,11,2,5
1317,19,48,40,4,16,25,22,30,73,15,28,10,16,4,2
1317,25,49,51,5,14,36,6,14,43,6,27,16,14,13,2
1317,24,54,44,7,16,44,21,31,68,11,30,13,11,2,4
1317,28,56,50,1,8,13,23,36,64,14,28,17,13,9,2
1317,29,59,49,8,16,50,10,16,63,9,30,15,10,5,8
1317,21,53,40,5,19,26,6,8,75,12,27,11,13,6,3
1317,27,56,48,2,7,29,9,15,60,12,25,14,12,3,7
1317,27,50,54,7,14,50,17,24,71,8,16,12,7,7,1
1317,24,53,45,4,15,27,19,32,59,10,25,12,7,7,5
1317,19,56,34,4,19,21,21,24,88,10,35,8,12,4,4
1317,18,53,34,1,11,9,34,44,77,20,36,7,21,9,3
1317,22,54,41,6,21,29,12,18,67,9,27,11,15,10,1
1317,26,56,46,5,16,31,10,20,50,13,36,13,20,10,8
1317,19,49,39,6,11,55,18,23,78,8,33,10,17,8,2
1317,25,50,50,4,12,33,12,28,43,7,24,11,13,12,5
1317,26,54,48,6,14,43,15,25,60,14,29,5,15,5,4
1317,30,53,57,5,12,42,10,16,63,6,22,12,10,6,5
1317,24,60,40,2,13,15,17,26,65,17,23,5,13,5,4
1317,18,48,38,3,12,25,18,28,64,12,21,7,14,10,5
1317,31,49,63,4,9,44,13,17,76,8,26,10,9,4,1
1317,25,64,39,5,17,29,15,22,68,19,20,13,7,9,3
1317,32,59,54,9,16,56,8,13,62,8,21,15,7,7,1
1317,26,61,43,4,15,27,22,30,73,17,28,13,9,9,5
1317,32,59,54,9,25,36,14,23,61,7,31,19,15,5,3
1317,21,42,50,7,15,47,20,32,63,8,28,8,13,7,4
1317,24,51,47,9,18,50,13,28,46,9,27,12,16,6,4
1317,29,56,52,6,16,38,21,28,75,9,27,15,15,10,4
1317,21,47,45,8,17,47,20,25,80,7,27,13,14,10,6
1317,22,42,52,6,15,40,30,40,75,5,26,11,14,3,4
1317,22,55,40,11,27,41,22,29,76,16,19,11,11,8,2
1317,25,56,45,3,6,50,17,25,68,10,26,9,10,8,4
1317,30,62,48,7,18,39,13,17,76,12,26,9,15,5,4
1318,21,47,45,3,15,20,20,29,69,4,25,13,11,8,4
1318,23,40,58,8,11,73,13,17,76,6,17,13,17,9,3
1318,17,41,41,8,16,50,19,25,76,9,22,14,14,4,6
1318,24,48,50,9,19,47,17,21,81,14,18,16,18,5,5
1318,26,51,51,5,14,36,25,34,74,10,36,17,15,8,3
1318,28,53,53,9,16,56,19,22,86,8,19,18,12,7,1
1318,22,51,43,7,21,33,17,24,71,11,13,15,7,12,2
1318,19,50,38,5,15,33,20,28,71,10,21,8,14,11,3
1318,25,54,46,8,16,50,12,16,75,8,19,16,9,9,5
1318,25,52,48,8,22,36,7,9,78,7,19,15,12,9,2
1318,26,53,49,10,15,67,12,17,71,14,17,17,10,3,1
1318,34,67,51,6,13,46,21,23,91,10,22,21,11,7,2
1318,25,47,53,7,15,47,14,20,70,7,29,17,14,5,4
1318,17,40,43,4,11,36,21,23,91,7,18,10,13,4,2
1318,21,50,42,5,22,23,15,22,68,8,20,11,9,9,5
1318,23,55,42,8,21,38,25,29,86,7,28,16,16,6,3
1318,24,46,52,12,21,57,8,13,62,9,17,17,14,8,4
1318,20,41,49,8,15,53,18,20,90,4,18,12,12,5,1
1318,26,60,43,11,31,35,27,27,100,6,28,19,11,7,3
1318,22,47,47,9,18,50,16,24,67,12,9,13,14,10,3
1318,28,55,51,10,19,53,17,26,65,13,24,17,21,10,7
1318,21,47,45,1,5,20,20,33,61,12,24,4,14,5,2
1318,24,54,44,5,21,24,9,13,69,11,27,18,19,7,5
1318,23,54,43,7,18,39,26,37,70,11,27,15,13,8,3
1318,20,44,45,4,15,27,12,23,52,9,27,13,15,2,2
1318,18,46,39,7,16,44,14,22,64,12,24,11,11,7,4
1318,28,54,52,9,17,53,5,7,71,11,19,18,11,6,1
1318,26,47,55,6,14,43,23,33,70,4,31,12,13,6,6
1318,22,47,47,5,8,63,11,16,69,9,25,9,9,8,2
1318,15,51,29,4,14,29,20,29,69,16,29,7,10,3,1
1318,27,52,52,4,11,36,32,44,73,11,31,11,15,3,1
1318,24,54,44,9,23,39,14,21,67,11,24,19,10,6,3
1318,28,52,54,9,15,60,11,14,79,6,24,18,15,4,2
1318,22,48,46,8,16,50,16,18,89,14,24,13,15,5,4
1318,21,38,55,5,9,56,18,19,95,6,29,17,23,7,4
1318,21,49,43,3,14,21,12,18,67,8,28,14,14,7,2
1318,26,56,46,6,20,30,23,26,88,13,27,14,10,7,3
1318,27,46,59,11,22,50,13,21,62,4,25,16,14,4,7
1318,23,48,48,7,18,39,5,7,71,7,27,15,13,2,4
1318,26,53,49,8,18,44,12,13,92,10,34,13,16,3,3
1318,20,46,43,7,19,37,18,23,78,14,27,13,15,4,2
1318,23,46,50,3,7,43,3,7,43,8,22,17,13,8,5
1318,30,47,64,5,10,50,26,38,68,4,33,16,13,3,9
1318,23,43,53,7,14,50,16,26,62,9,23,10,14,6,2
1318,31,59,53,9,17,53,11,15,73,11,23,20,8,6,4
1318,28,47,60,4,13,31,20,31,65,8,31,16,15,4,3
1318,21,35,60,6,8,75,21,35,60,4,27,11,15,3,3
1318,27,48,56,4,6,67,21,23,91,11,22,18,17,8,5
1318,26,44,59,9,17,53,14,18,78,8,16,20,8,5,1
1318,24,44,55,4,8,50,31,39,79,6,28,14,17,5,6
1318,20,39,51,3,7,43,22,26,85,6,22,11,11,6,3
1318,23,42,55,7,13,54,14,17,82,1,22,14,15,3,5
1318,27,56,48,7,14,50,17,21,81,12,22,13,10,6,4
1318,26,44,59,12,20,60,8,12,67,4,27,18,15,5,4
1318,26,57,46,11,24,46,24,33,73,8,29,13,9,5,4
1318,18,50,36,4,14,29,20,28,71,14,24,9,16,8,2
1318,30,56,54,9,27,33,10,20,50,9,31,15,15,6,8
1318,25,54,46,12,22,55,16,22,73,11,22,11,12,5,1
1318,28,65,43,10,29,34,14,17,82,14,24,15,10,7,1
1318,24,57,42,8,15,53,19,21,90,10,33,15,12,6,5
1318,24,51,47,13,28,46,16,23,70,7,27,18,14,9,4
1318,26,57,46,10,26,38,24,29,83,12,28,18,14,5,3
1318,21,52,40,7,19,37,16,19,84,13,26,14,13,3,2
1318,31,65,48,14,35,40,12,15,80,9,32,25,6,7,2
1318,24,53,45,9,30,30,12,17,71,5,25,18,8,5,5
1318,19,46,41,4,16,25,5,8,63,5,20,9,11,8,4
1318,22,42,52,11,21,52,15,18,83,6,22,15,9,3,1
1318,25,67,37,10,35,29,35,41,85,11,33,14,11,7,4
1318,19,44,43,6,19,32,14,19,74,2,28,13,10,3,3
1318,23,43,53,7,20,35,8,15,53,5,24,16,14,4,2
1318,23,43,53,8,17,47,17,26,65,8,20,13,11,6,3
1319,33,66,50,10,25,40,9,12,75,11,22,19,11,9,7
1319,29,52,56,7,19,37,5,10,50,7,27,19,13,4,0
1319,26,55,47,7,19,37,18,22,82,7,30,19,11,8,5
1319,30,54,56,3,12,25,24,35,69,12,28,20,19,7,4
1319,18,56,32,6,22,27,15,20,75,10,23,12,8,13,4
1319,19,46,41,8,18,44,14,19,74,10,26,10,14,5,1
1319,28,54,52,7,18,39,4,10,40,5,20,16,10,5,2
1319,26,48,54,4,14,29,6,8,75,9,18,14,14,9,2
1319,25,51,49,10,21,48,19,27,70,6,27,20,9,4,3
1319,27,62,44,4,15,27,16,20,80,10,25,9,16,10,1
1319,26,60,43,8,18,44,7,15,47,11,23,18,12,4,3
1319,25,59,42,6,25,24,18,21,86,12,24,14,17,8,5
1319,20,51,39,4,13,31,19,22,86,8,25,9,12,13,7
1319,27,46,59,7,11,64,12,17,71,7,26,9,13,3,6
1319,24,50,48,11,16,69,16,28,57,12,21,14,8,6,5
1319,27,46,59,5,12,42,11,15,73,6,28,9,11,8,7
1319,28,58,48,4,10,40,24,31,77,5,35,12,9,11,6
1319,33,56,59,6,14,43,5,7,71,10,26,15,12,5,4
1319,24,54,44,8,22,36,11,16,69,10,19,13,10,8,7
1319,19,49,39,4,10,40,22,24,92,11,24,6,13,6,1
1319,26,53,49,3,13,23,10,18,56,9,27,11,8,6,6
1319,26,58,45,8,17,47,6,14,43,16,21,16,10,3,3
1319,29,59,49,6,12,50,9,14,64,11,22,14,11,7,2
1319,23,52,44,6,19,32,9,11,82,15,23,10,13,9,2
1319,27,54,50,4,15,27,9,15,60,15,25,12,11,5,4
1319,21,51,41,8,19,42,23,27,85,18,15,11,14,6,5
1319,23,51,45,6,18,33,18,23,78,11,23,6,12,6,4
1319,27,60,45,4,17,24,13,22,59,9,21,14,8,3,7
1319,26,56,46,7,17,41,14,19,74,8,22,14,8,4,4
1319,28,53,53,7,15,47,10,15,67,11,27,19,11,0,2
1319,18,50,36,6,11,55,28,36,78,14,27,12,13,1,3
1319,25,63,40,5,22,23,17,23,74,15,20,14,7,5,5
1319,25,54,46,10,15,67,11,15,73,10,27,17,9,2,3
1319,30,53,57,11,20,55,10,13,77,6,33,10,9,0,2
1319,19,52,37,8,20,40,19,25,76,13,28,10,11,3,5
1319,25,60,42,13,28,46,25,31,81,10,38,17,8,6,5
1319,20,57,35,4,18,22,17,21,81,13,23,12,10,4,1
1319,25,58,43,10,25,40,12,19,63,11,26,19,11,8,3
1319,22,52,42,9,18,50,20,22,91,7,32,11,14,6,4
1319,28,58,48,3,10,30,26,30,87,13,30,16,9,3,1
1319,21,66,32,4,18,22,12,20,60,25,30,9,14,9,10
1319,23,55,42,5,14,36,19,21,90,21,22,10,13,3,5
1319,22,58,38,7,20,35,12,13,92,14,27,10,9,4,8
1319,26,59,44,6,16,38,15,17,88,13,31,11,17,5,4
1319,21,57,37,11,27,41,19,27,70,10,19,15,9,9,3
1319,27,57,47,11,29,38,16,23,70,5,29,21,9,6,1
1320,23,53,43,6,20,30,32,39,82,11,28,11,15,6,3
1320,23,53,43,9,24,38,17,20,85,10,31,15,11,5,3
1320,27,54,50,6,14,43,12,17,71,6,28,15,6,4,2
1320,27,52,52,12,27,44,10,13,77,10,25,21,15,3,4
1320,24,53,45,11,26,42,23,30,77,6,21,14,15,9,2
1320,25,50,50,7,16,44,25,37,68,4,25,11,10,8,2
1320,23,47,49,7,22,32,17,21,81,6,23,13,15,6,1
1320,30,52,58,15,26,58,9,12,75,8,29,18,12,3,4
1320,30,50,60,7,18,39,18,20,90,3,31,13,14,9,6
1320,20,41,49,8,15,53,10,16,63,4,25,12,15,3,2
1320,20,50,40,8,23,35,9,16,56,9,23,8,9,4,7
1320,16,40,40,5,19,26,11,14,79,3,28,10,8,4,2
1320,20,48,42,11,26,42,17,18,94,6,24,15,13,5,2
1320,21,56,38,4,15,27,15,19,79,9,24,11,8,11,3
1320,24,50,48,13,26,50,10,11,91,8,18,17,16,12,3
1320,22,48,46,6,22,27,19,23,83,9,19,11,5,6,1
1320,23,58,40,10,28,36,24,35,69,19,23,12,11,6,0
1320,25,49,51,12,21,57,28,39,72,5,28,16,12,4,3
1320,23,52,44,7,22,32,12,16,75,7,30,14,13,5,3
1320,20,47,43,3,20,15,12,23,52,6,22,8,9,12,3
1320,26,49,53,6,19,32,19,28,68,11,30,11,16,6,4
1320,30,58,52,12,26,46,18,22,82,8,25,20,12,6,7
1320,27,56,48,10,24,42,16,19,84,6,28,17,4,7,0
1320,28,55,51,14,30,47,10,16,63,6,28,20,7,9,3
1320,27,54,50,9,27,33,13,18,72,5,30,14,8,3,3
1320,31,46,67,13,21,62,19,28,68,2,19,24,9,5,1
1320,28,58,48,17,33,52,22,28,79,9,18,18,6,2,4
1320,27,46,59,12,26,46,14,21,67,6,28,15,12,5,3
1320,22,47,47,4,15,27,12,20,60,11,21,11,9,5,1
1320,23,49,47,10,24,42,16,19,84,6,24,16,12,8,3
1320,26,53,49,10,25,40,11,14,79,14,21,18,9,3,1
1320,25,61,41,10,25,40,11,18,61,5,29,17,5,7,2
1320,21,47,45,6,18,33,16,23,70,9,27,12,16,7,3
1320,27,53,51,5,12,42,20,30,67,12,24,16,13,6,4
1320,21,38,55,7,19,37,24,34,71,7,26,12,10,4,2
1320,21,45,47,11,25,44,13,14,93,5,24,16,12,6,4
1320,24,48,50,7,18,39,18,20,90,7,20,14,9,4,1
1320,22,46,48,5,16,31,12,18,67,11,25,6,12,7,1
1320,17,44,39,5,10,50,16,23,70,8,25,6,8,6,3
1320,23,61,38,4,19,21,21,34,62,15,30,17,13,6,7
1320,21,30,70,4,8,50,19,23,83,1,20,11,14,5,1
1320,20,44,45,6,18,33,10,15,67,3,25,10,10,7,6
1320,26,45,58,7,17,41,15,21,71,3,21,14,7,9,0
1320,22,48,46,5,17,29,18,27,67,7,22,12,9,14,2
1320,21,47,45,6,16,38,7,10,70,9,22,11,10,7,4
1320,25,42,60,9,19,47,5,8,63,6,23,15,6,1,1
1320,19,39,49,7,16,44,18,22,82,6,26,10,14,3,1
1320,22,56,39,3,15,20,13,18,72,18,19,7,5,6,0
1320,18,44,41,9,18,50,21,29,72,11,24,11,11,2,1
1320,18,39,46,7,16,44,11,16,69,5,28,14,16,4,4
1320,20,38,53,9,21,43,10,15,67,3,25,16,12,7,4
1320,24,40,60,5,7,71,17,23,74,2,24,6,10,6,1
1320,21,51,41,7,18,39,12,13,92,6,28,9,12,9,1
1320,25,39,64,11,20,55,8,11,73,4,16,15,8,2,2
1320,29,53,55,12,27,44,13,16,81,8,22,16,7,4,4
1320,27,54,50,12,26,46,2,2,100,8,20,19,10,8,1
1320,22,48,46,9,23,39,5,9,56,11,21,17,13,9,2
1320,19,46,41,9,29,31,9,12,75,7,24,11,11,9,2
1320,23,44,52,9,21,43,13,17,76,2,22,11,12,7,4
1320,24,46,52,10,18,56,13,20,65,9,24,14,8,6,1
1320,21,41,51,5,17,29,16,23,70,5,22,9,7,7,3
1320,20,54,37,7,22,32,22,26,85,11,25,8,3,6,2
1320,23,44,52,7,17,41,17,22,77,2,32,10,17,2,4
1320,24,57,42,11,28,39,12,19,63,6,24,10,6,8,1
1320,33,54,61,12,19,63,19,26,73,3,39,20,9,6,2
1320,30,54,56,9,20,45,24,28,86,9,24,16,11,8,3
1320,24,57,42,10,26,38,15,20,75,8,24,11,4,4,4
1320,29,50,58,13,22,59,10,17,59,5,20,16,16,6,2
1320,20,47,43,4,15,27,19,23,83,4,16,4,8,11,1
1320,27,46,59,8,20,40,18,29,62,5,25,18,6,7,1
1320,27,56,48,7,21,33,16,18,89,7,27,11,6,7,1
1320,22,46,48,15,25,60,9,13,69,7,20,19,12,10,5
